gestion_id,fecha,mes,gestor_id,region,tipo_cliente,producto,edad,ingreso,deuda,dias_mora,estado_cuenta,score_riesgo,franja_horaria,canal,intentos_previos,contactado,resultado_contacto,pago_realizado,monto_pagado,promesa_cumplida,motivo_no_pago,tiempo_gestion_min
2626,2024-06-03,6,G001,Antofagasta,independiente,linea_credito,54,1704724,2452374,110,vigente,457,noche,telefono,5,1,promesa_pago,0,0,0,otro,16
2627,2024-07-22,7,G018,Araucania,independiente,tarjeta_credito,44,1471518,3796518,32,juridico,747,noche,visita_terreno,8,0,no_contesta,0,0,0,,8
2628,2024-05-25,5,G020,Valparaiso,dependiente,tarjeta_credito,70,705693,1826877,29,prejuridico,580,tarde,whatsapp,9,1,promesa_pago,1,1486907,1,,16
2629,2024-11-03,11,G024,OHiggins,independiente,hipotecario,59,2588748,12183128,314,vigente,688,manana,visita_terreno,8,1,contactado_rechaza,1,4468116,0,,4
2630,2024-07-22,7,G001,Biobio,microempresario,automotriz,39,3964203,17869513,78,juridico,714,tarde,whatsapp,7,0,buzon_voz,0,0,0,negociacion,4
2631,2024-11-03,11,G005,Antofagasta,microempresario,hipotecario,60,2975505,70799203,127,vigente,706,noche,email,11,0,buzon_voz,0,0,0,no_reconoce,5
2632,2024-07-21,7,G017,Los_Lagos,jubilado,credito_consumo,68,551537,1779777,154,vigente,756,manana,visita_terreno,8,0,buzon_voz,0,0,0,sin_trabajo,6
2633,2024-04-02,4,G018,OHiggins,dependiente,tarjeta_credito,46,2222951,4768622,42,juridico,756,manana,email,9,0,no_contesta,0,0,0,,4
2634,2024-08-08,8,G023,RM,microempresario,credito_consumo,54,4517269,1279716,10,castigado,610,noche,whatsapp,9,1,convenio_acordado,1,900491,0,,18
2635,2024-03-27,3,G023,Araucania,independiente,hipotecario,35,2162869,27722173,17,vigente,645,noche,email,4,1,promesa_pago,1,16126665,1,,30
2636,2024-11-03,11,G016,Biobio,jubilado,linea_credito,30,677764,2774053,495,juridico,376,tarde,carta_notarial,4,0,buzon_voz,0,0,0,deuda_mayor,2
2637,2024-03-02,3,G015,Valparaiso,jubilado,credito_consumo,43,688228,1703289,125,castigado,792,manana,whatsapp,8,0,buzon_voz,0,0,0,enfermedad,5
2638,2024-06-21,6,G004,Antofagasta,microempresario,credito_consumo,28,1334830,2276961,9,vigente,768,noche,telefono,7,1,contactado_rechaza,1,774727,0,,18
2639,2024-04-12,4,G021,Tarapaca,jubilado,hipotecario,25,249676,54931208,24,vigente,326,noche,visita_terreno,4,0,no_contesta,0,0,0,sin_trabajo,1
2640,2024-04-24,4,G004,Biobio,microempresario,hipotecario,29,1789575,79383727,42,vigente,832,noche,telefono,10,1,promesa_pago,0,0,0,deuda_mayor,17
2641,2024-11-13,11,G015,Tarapaca,jubilado,tarjeta_credito,52,793906,2652847,464,juridico,654,noche,carta_notarial,11,0,no_contesta,0,0,0,enfermedad,3
2642,2024-01-10,1,G004,OHiggins,microempresario,linea_credito,34,4717202,1558752,171,prejuridico,610,noche,visita_terreno,7,0,no_contesta,0,0,0,no_reconoce,3
2643,2024-06-13,6,G008,RM,microempresario,hipotecario,61,1452190,81052979,3,prejuridico,789,manana,carta_notarial,3,0,numero_equivocado,0,0,0,,2
2644,2024-12-08,12,G017,Tarapaca,independiente,linea_credito,28,3694985,2189958,58,vigente,660,noche,email,10,0,no_contesta,0,0,0,negociacion,5
2645,2024-10-06,10,G011,Los_Lagos,independiente,linea_credito,44,2199185,957490,162,castigado,528,tarde,visita_terreno,5,0,no_contesta,0,0,0,no_reconoce,3
2646,2024-04-18,4,G025,Coquimbo,dependiente,linea_credito,46,535917,702687,177,prejuridico,737,tarde,telefono,7,0,no_contesta,0,0,0,no_reconoce,8
2647,2024-03-13,3,G008,Valparaiso,independiente,linea_credito,51,833889,2343530,18,castigado,626,tarde,email,8,1,promesa_pago,0,0,0,deuda_mayor,23
2648,2024-01-03,1,G016,Araucania,independiente,automotriz,58,1647665,3659735,83,castigado,302,tarde,telefono,9,0,numero_equivocado,0,0,0,negociacion,7
2649,2024-02-12,2,G012,Antofagasta,microempresario,automotriz,30,2580232,18374857,191,vigente,552,manana,telefono,11,0,buzon_voz,0,0,0,otro,2
2650,2024-02-24,2,G024,Maule,dependiente,linea_credito,26,2383721,2800439,45,vigente,602,tarde,whatsapp,3,0,no_contesta,0,0,0,enfermedad,7
2651,2024-03-07,3,G002,Araucania,dependiente,hipotecario,47,2358754,21770326,13,prejuridico,797,tarde,whatsapp,6,0,no_contesta,0,0,0,otro,6
2652,2024-11-13,11,G003,Antofagasta,independiente,hipotecario,37,2420159,40060682,67,vigente,803,tarde,telefono,1,1,convenio_acordado,1,36418984,0,,26
2653,2024-11-19,11,G012,Coquimbo,independiente,linea_credito,59,3430250,1449375,91,castigado,360,manana,telefono,11,1,contactado_acepta,1,1321881,0,,19
2654,2024-08-23,8,G001,Coquimbo,independiente,hipotecario,45,3494590,51725537,73,vigente,728,manana,carta_notarial,12,1,contactado_acepta,0,0,0,enfermedad,6
2655,2024-09-12,9,G003,Biobio,microempresario,hipotecario,29,5921805,56312887,23,juridico,631,manana,carta_notarial,1,1,convenio_acordado,1,46889093,0,,17
2656,2024-05-18,5,G017,RM,microempresario,hipotecario,42,1070164,53208214,478,vigente,484,tarde,visita_terreno,12,0,no_contesta,0,0,0,otro,5
2657,2024-10-21,10,G013,Coquimbo,independiente,automotriz,68,3285414,4283121,49,castigado,734,noche,carta_notarial,9,0,no_contesta,0,0,0,sin_trabajo,1
2658,2024-06-07,6,G016,Tarapaca,microempresario,automotriz,22,4623553,9935169,10,vigente,407,tarde,whatsapp,12,1,contactado_acepta,0,0,0,deuda_mayor,13
2659,2024-03-22,3,G001,OHiggins,independiente,automotriz,58,1129237,11001333,33,vigente,485,manana,email,1,0,no_contesta,0,0,0,no_reconoce,5
2660,2024-05-23,5,G005,Biobio,microempresario,automotriz,52,1555061,12073277,11,vigente,638,noche,carta_notarial,3,1,promesa_pago,0,0,0,otro,16
2661,2024-12-10,12,G020,Maule,jubilado,linea_credito,41,214191,1095001,15,juridico,524,noche,visita_terreno,10,0,buzon_voz,0,0,0,,7
2662,2024-04-08,4,G011,RM,dependiente,credito_consumo,33,927731,4451617,149,castigado,732,tarde,telefono,5,0,buzon_voz,0,0,0,sin_trabajo,1
2663,2024-09-27,9,G008,Biobio,independiente,automotriz,50,2174230,7914083,388,vigente,444,noche,telefono,8,1,contactado_rechaza,0,0,0,sin_trabajo,11
2664,2024-10-26,10,G012,Los_Lagos,microempresario,credito_consumo,52,4158226,6427881,1,castigado,809,tarde,telefono,6,0,buzon_voz,0,0,0,otro,3
2665,2024-08-05,8,G011,Antofagasta,dependiente,automotriz,68,2294197,9185033,110,castigado,626,noche,visita_terreno,3,0,numero_equivocado,0,0,0,deuda_mayor,2
2666,2024-03-22,3,G016,Valparaiso,dependiente,automotriz,34,2464574,13113542,64,vigente,679,tarde,carta_notarial,5,1,promesa_pago,0,0,0,negociacion,21
2667,2024-09-06,9,G013,Antofagasta,independiente,automotriz,61,3551757,20559198,30,vigente,606,tarde,whatsapp,1,1,promesa_pago,1,3429893,1,,35
2668,2024-02-12,2,G002,Coquimbo,jubilado,hipotecario,59,312990,61425967,255,prejuridico,679,tarde,whatsapp,5,1,contactado_acepta,1,42093759,0,,6
2669,2024-06-22,6,G018,RM,dependiente,tarjeta_credito,35,1631052,5983230,561,vigente,715,manana,carta_notarial,10,0,no_contesta,0,0,0,negociacion,5
2670,2024-12-30,12,G004,Araucania,microempresario,credito_consumo,71,2545994,7495994,323,castigado,842,tarde,visita_terreno,8,1,promesa_pago,1,2680534,1,,25
2671,2024-08-03,8,G007,Coquimbo,jubilado,hipotecario,25,239909,55444432,289,vigente,722,tarde,email,1,1,convenio_acordado,0,0,0,enfermedad,7
2672,2024-04-21,4,G017,Maule,jubilado,automotriz,54,332711,6061048,24,vigente,558,noche,email,5,0,buzon_voz,0,0,0,sin_trabajo,7
2673,2024-01-27,1,G007,Antofagasta,jubilado,automotriz,28,394228,5061062,313,prejuridico,485,tarde,carta_notarial,7,1,promesa_pago,0,0,0,deuda_mayor,4
2674,2024-05-27,5,G016,Biobio,dependiente,hipotecario,25,980376,34862586,14,juridico,582,manana,visita_terreno,3,0,numero_equivocado,0,0,0,negociacion,3
2675,2024-12-29,12,G013,Coquimbo,dependiente,linea_credito,64,2219989,1416741,67,vigente,568,manana,visita_terreno,3,1,promesa_pago,1,161521,1,,16
2676,2024-10-29,10,G011,OHiggins,dependiente,linea_credito,24,604872,897559,149,vigente,595,manana,carta_notarial,1,1,promesa_pago,1,404501,1,,11
2677,2024-06-12,6,G018,Araucania,dependiente,credito_consumo,25,1174487,484749,246,vigente,820,noche,visita_terreno,4,0,no_contesta,0,0,0,otro,5
2678,2024-07-02,7,G010,Araucania,microempresario,hipotecario,36,3830073,80537402,28,castigado,499,manana,carta_notarial,10,0,no_contesta,0,0,0,deuda_mayor,8
2679,2024-08-14,8,G024,OHiggins,independiente,credito_consumo,36,859639,7240534,642,vigente,322,manana,whatsapp,10,0,numero_equivocado,0,0,0,no_reconoce,4
2680,2024-05-18,5,G001,Biobio,dependiente,credito_consumo,52,1470423,1111130,73,vigente,746,manana,carta_notarial,6,0,buzon_voz,0,0,0,enfermedad,1
2681,2024-11-15,11,G012,Coquimbo,independiente,credito_consumo,40,2211402,6596122,243,castigado,816,manana,telefono,3,1,promesa_pago,0,0,0,negociacion,25
2682,2024-12-02,12,G020,Antofagasta,dependiente,linea_credito,52,2739485,730872,65,vigente,456,noche,telefono,5,0,numero_equivocado,0,0,0,otro,7
2683,2024-08-05,8,G014,Valparaiso,jubilado,linea_credito,22,822446,1033158,56,prejuridico,403,manana,whatsapp,6,1,contactado_acepta,1,1004457,0,,29
2684,2024-01-15,1,G012,Los_Lagos,jubilado,tarjeta_credito,28,588442,2571298,12,prejuridico,305,manana,whatsapp,3,1,promesa_pago,0,0,0,deuda_mayor,4
2685,2024-03-24,3,G013,Antofagasta,microempresario,credito_consumo,49,1092347,4777571,542,vigente,414,manana,carta_notarial,4,1,contactado_acepta,0,0,0,no_reconoce,19
2686,2024-02-08,2,G010,Tarapaca,jubilado,credito_consumo,71,198195,273491,331,prejuridico,572,tarde,whatsapp,8,1,promesa_pago,1,152563,1,,16
2687,2024-02-06,2,G023,RM,jubilado,tarjeta_credito,28,738701,3469353,630,prejuridico,501,tarde,email,7,0,numero_equivocado,0,0,0,otro,6
2688,2024-12-04,12,G007,Araucania,dependiente,tarjeta_credito,44,1738771,1596024,108,vigente,656,manana,email,7,0,no_contesta,0,0,0,otro,3
2689,2024-03-04,3,G006,Los_Lagos,independiente,linea_credito,72,2007656,1628970,79,vigente,511,manana,telefono,12,1,promesa_pago,1,1079686,1,,20
2690,2024-12-28,12,G003,Araucania,independiente,hipotecario,23,1549817,29319174,5,vigente,599,manana,whatsapp,5,1,contactado_rechaza,0,0,0,sin_trabajo,13
2691,2024-07-07,7,G021,OHiggins,dependiente,automotriz,58,1618656,13588495,24,prejuridico,687,noche,email,4,1,convenio_acordado,1,12782733,0,,30
2692,2024-02-15,2,G022,Maule,dependiente,tarjeta_credito,31,627376,6440873,149,vigente,843,noche,carta_notarial,6,1,convenio_acordado,0,0,0,enfermedad,6
2693,2024-11-18,11,G011,Antofagasta,independiente,tarjeta_credito,38,2308277,5416472,4,prejuridico,545,manana,carta_notarial,1,0,buzon_voz,0,0,0,deuda_mayor,4
2694,2024-04-15,4,G011,Los_Lagos,jubilado,tarjeta_credito,26,463917,1593570,9,vigente,724,manana,telefono,4,0,buzon_voz,0,0,0,sin_trabajo,5
2695,2024-08-25,8,G023,Los_Lagos,dependiente,credito_consumo,40,1784702,2539075,598,castigado,626,tarde,visita_terreno,3,1,promesa_pago,1,1579708,1,,35
2696,2024-03-25,3,G016,Los_Lagos,jubilado,linea_credito,50,428614,739235,114,vigente,440,noche,telefono,7,0,numero_equivocado,0,0,0,no_reconoce,1
2697,2024-02-28,2,G007,Coquimbo,jubilado,automotriz,58,590365,5640612,121,prejuridico,759,manana,telefono,10,0,no_contesta,0,0,0,negociacion,3
2698,2024-07-24,7,G001,RM,independiente,credito_consumo,25,406717,1360143,89,castigado,624,manana,carta_notarial,3,0,no_contesta,0,0,0,no_reconoce,4
2699,2024-08-06,8,G022,Antofagasta,jubilado,credito_consumo,31,875580,811303,285,vigente,496,manana,whatsapp,9,0,buzon_voz,0,0,0,deuda_mayor,7
2700,2024-05-05,5,G011,Biobio,independiente,tarjeta_credito,55,556677,5426991,447,prejuridico,692,tarde,visita_terreno,8,0,no_contesta,0,0,0,otro,6
2701,2024-05-26,5,G017,Araucania,dependiente,tarjeta_credito,44,1625628,4131140,159,juridico,616,manana,carta_notarial,4,1,convenio_acordado,1,2280437,0,,19
2702,2024-02-08,2,G017,RM,jubilado,credito_consumo,39,761694,7043890,151,castigado,648,noche,visita_terreno,5,0,no_contesta,0,0,0,enfermedad,5
2703,2024-01-20,1,G010,Coquimbo,dependiente,hipotecario,25,1269249,20110800,606,vigente,596,manana,visita_terreno,8,1,contactado_rechaza,1,13790287,0,,20
2704,2024-03-21,3,G006,Biobio,jubilado,automotriz,53,751190,10090591,663,juridico,484,tarde,telefono,6,1,convenio_acordado,0,0,0,negociacion,32
2705,2024-02-22,2,G005,Biobio,independiente,hipotecario,40,2542053,44302508,51,juridico,714,tarde,telefono,3,1,convenio_acordado,1,38191227,0,,24
2706,2024-07-12,7,G024,Valparaiso,jubilado,credito_consumo,67,668821,6993209,544,castigado,707,tarde,email,5,1,contactado_acepta,0,0,0,enfermedad,7
2707,2024-11-16,11,G014,Valparaiso,microempresario,tarjeta_credito,62,915786,6045591,138,vigente,404,manana,email,11,0,no_contesta,0,0,0,otro,6
2708,2024-08-21,8,G012,Maule,dependiente,credito_consumo,62,2353472,1322993,130,vigente,823,manana,email,1,1,contactado_acepta,1,824532,0,,18
2709,2024-07-04,7,G025,Coquimbo,microempresario,credito_consumo,45,5719465,5767172,68,prejuridico,536,noche,visita_terreno,2,1,contactado_rechaza,0,0,0,enfermedad,32
2710,2024-07-10,7,G010,Coquimbo,microempresario,tarjeta_credito,54,4994060,4936781,5,prejuridico,435,noche,telefono,1,0,no_contesta,0,0,0,no_reconoce,1
2711,2024-08-19,8,G013,Araucania,microempresario,credito_consumo,42,904661,2020686,211,prejuridico,749,tarde,whatsapp,7,0,buzon_voz,0,0,0,sin_trabajo,6
2712,2024-05-09,5,G022,Los_Lagos,independiente,tarjeta_credito,24,3909469,2010687,78,castigado,368,noche,carta_notarial,3,0,no_contesta,0,0,0,sin_trabajo,5
2713,2024-09-04,9,G010,RM,microempresario,credito_consumo,59,2545431,2905895,75,vigente,480,noche,whatsapp,7,1,contactado_acepta,1,1576600,0,,29
2714,2024-10-21,10,G008,OHiggins,microempresario,tarjeta_credito,48,1412560,5357455,56,castigado,685,noche,carta_notarial,5,1,promesa_pago,1,5141182,1,,33
2715,2024-07-17,7,G025,Antofagasta,jubilado,linea_credito,26,629690,2878466,210,prejuridico,507,tarde,carta_notarial,8,0,no_contesta,0,0,0,no_reconoce,3
2716,2024-10-08,10,G018,Antofagasta,independiente,hipotecario,22,3404595,42012761,20,juridico,730,noche,telefono,12,0,numero_equivocado,0,0,0,enfermedad,4
2717,2024-02-04,2,G004,Valparaiso,dependiente,automotriz,40,933429,18133577,19,vigente,609,manana,carta_notarial,11,1,promesa_pago,0,0,0,otro,3
2718,2024-07-29,7,G021,Maule,microempresario,linea_credito,30,2111133,173684,28,vigente,392,noche,email,3,1,contactado_acepta,1,64746,0,,7
2719,2024-08-22,8,G015,Los_Lagos,independiente,tarjeta_credito,53,2345318,3559296,66,vigente,738,manana,visita_terreno,7,0,no_contesta,0,0,0,no_reconoce,8
2720,2024-05-03,5,G025,Los_Lagos,jubilado,linea_credito,45,289365,660652,117,vigente,585,manana,visita_terreno,3,0,no_contesta,0,0,0,deuda_mayor,8
2721,2024-12-27,12,G022,Antofagasta,microempresario,tarjeta_credito,64,1675404,1595717,540,vigente,742,noche,visita_terreno,7,0,numero_equivocado,0,0,0,negociacion,7
2722,2024-08-08,8,G020,Tarapaca,microempresario,tarjeta_credito,36,1519298,1857600,129,castigado,309,tarde,carta_notarial,8,1,contactado_acepta,1,1146907,0,,24
2723,2024-06-19,6,G006,RM,dependiente,credito_consumo,55,737486,6609948,158,castigado,775,tarde,whatsapp,2,1,convenio_acordado,1,4397170,0,,32
2724,2024-03-29,3,G019,Maule,microempresario,hipotecario,55,4118530,31285886,236,juridico,729,tarde,visita_terreno,1,0,numero_equivocado,0,0,0,,1
2725,2024-01-26,1,G004,Tarapaca,dependiente,automotriz,42,844217,3604925,634,juridico,431,manana,whatsapp,2,0,no_contesta,0,0,0,otro,1
2726,2024-12-08,12,G018,Coquimbo,independiente,hipotecario,55,1574533,21261953,331,prejuridico,392,manana,carta_notarial,4,1,contactado_rechaza,0,0,0,sin_trabajo,29
2727,2024-01-29,1,G022,Tarapaca,jubilado,credito_consumo,58,764016,6709642,5,vigente,703,noche,visita_terreno,3,1,contactado_acepta,0,0,0,negociacion,15
2728,2024-06-13,6,G019,Tarapaca,microempresario,hipotecario,50,5100930,20641004,73,vigente,423,tarde,email,9,1,convenio_acordado,1,7107461,0,,34
2729,2024-11-26,11,G003,Antofagasta,microempresario,automotriz,32,1861498,5527283,663,vigente,598,manana,whatsapp,12,1,contactado_acepta,1,4789771,0,,32
2730,2024-11-13,11,G024,Los_Lagos,microempresario,hipotecario,62,5728621,24709303,98,vigente,576,noche,email,2,0,no_contesta,0,0,0,otro,6
2731,2024-04-20,4,G015,Araucania,independiente,credito_consumo,70,3912356,3729834,57,vigente,512,manana,whatsapp,8,1,promesa_pago,1,1497515,1,,10
2732,2024-02-13,2,G010,Maule,independiente,tarjeta_credito,25,3713262,371373,74,castigado,550,noche,whatsapp,1,0,numero_equivocado,0,0,0,,5
2733,2024-06-02,6,G010,Antofagasta,independiente,tarjeta_credito,58,3849513,4838300,152,juridico,668,noche,visita_terreno,5,0,no_contesta,0,0,0,,2
2734,2024-07-22,7,G017,Valparaiso,jubilado,credito_consumo,31,916501,4986614,171,prejuridico,428,noche,visita_terreno,9,0,numero_equivocado,0,0,0,enfermedad,5
2735,2024-06-09,6,G011,RM,dependiente,linea_credito,43,2181441,1325731,67,vigente,519,noche,visita_terreno,1,1,promesa_pago,0,0,0,enfermedad,28
2736,2024-06-20,6,G010,OHiggins,dependiente,tarjeta_credito,56,2348378,2072442,19,vigente,529,noche,whatsapp,3,1,convenio_acordado,1,721592,0,,5
2737,2024-02-12,2,G010,Antofagasta,dependiente,linea_credito,29,825436,633443,105,castigado,506,manana,telefono,7,0,no_contesta,0,0,0,enfermedad,2
2738,2024-05-05,5,G017,Maule,microempresario,automotriz,42,1123735,15960713,63,vigente,560,noche,telefono,4,1,convenio_acordado,1,12578847,0,,14
2739,2024-05-30,5,G014,Coquimbo,jubilado,tarjeta_credito,72,674365,6251638,441,prejuridico,436,manana,carta_notarial,4,0,no_contesta,0,0,0,enfermedad,3
2740,2024-06-12,6,G015,Los_Lagos,microempresario,tarjeta_credito,26,1591853,7671484,474,vigente,823,manana,email,6,1,contactado_acepta,0,0,0,sin_trabajo,22
2741,2024-09-05,9,G002,Valparaiso,independiente,tarjeta_credito,29,3298008,3675036,76,vigente,646,manana,visita_terreno,9,0,buzon_voz,0,0,0,no_reconoce,4
2742,2024-02-18,2,G014,Valparaiso,dependiente,credito_consumo,27,1674706,7024785,350,castigado,340,manana,whatsapp,10,0,no_contesta,0,0,0,deuda_mayor,3
2743,2024-02-07,2,G025,Valparaiso,microempresario,automotriz,71,3357080,10052337,54,castigado,534,noche,email,5,0,buzon_voz,0,0,0,otro,4
2744,2024-11-25,11,G023,Antofagasta,microempresario,credito_consumo,64,4874598,1472026,697,castigado,723,noche,visita_terreno,10,0,no_contesta,0,0,0,deuda_mayor,2
2745,2024-05-25,5,G009,Los_Lagos,dependiente,linea_credito,57,757782,981388,36,juridico,432,manana,whatsapp,7,1,promesa_pago,0,0,0,,14
2746,2024-08-24,8,G006,Araucania,dependiente,automotriz,32,1619572,16275695,72,vigente,662,manana,whatsapp,7,1,contactado_acepta,1,10657012,0,,19
2747,2024-06-11,6,G024,Los_Lagos,independiente,tarjeta_credito,44,3851315,3529402,154,vigente,444,tarde,email,8,1,promesa_pago,0,0,0,negociacion,31
2748,2024-02-16,2,G001,RM,independiente,hipotecario,47,2004876,88719562,58,castigado,777,noche,visita_terreno,11,0,buzon_voz,0,0,0,enfermedad,3
2749,2024-05-23,5,G006,Araucania,jubilado,credito_consumo,33,340900,1749254,106,prejuridico,342,tarde,carta_notarial,5,0,no_contesta,0,0,0,deuda_mayor,6
2750,2024-02-11,2,G010,Los_Lagos,dependiente,hipotecario,27,886692,47951162,89,vigente,848,tarde,whatsapp,5,1,contactado_rechaza,0,0,0,otro,27
2751,2024-12-21,12,G016,OHiggins,microempresario,hipotecario,39,4909440,26507343,163,vigente,638,tarde,carta_notarial,7,1,promesa_pago,0,0,0,deuda_mayor,22
2752,2024-07-04,7,G023,OHiggins,independiente,credito_consumo,39,3918259,307890,70,castigado,341,noche,email,8,0,no_contesta,0,0,0,no_reconoce,3
2753,2024-12-04,12,G005,Araucania,microempresario,credito_consumo,47,1921432,3436142,16,castigado,585,tarde,carta_notarial,1,1,contactado_rechaza,1,578196,0,,14
2754,2024-01-07,1,G015,OHiggins,dependiente,tarjeta_credito,31,2330543,2228504,83,prejuridico,429,manana,whatsapp,1,1,contactado_acepta,1,1471612,0,,19
2755,2024-02-23,2,G011,Valparaiso,microempresario,linea_credito,54,682974,2496483,10,vigente,379,manana,whatsapp,2,1,convenio_acordado,0,0,0,,12
2756,2024-03-23,3,G003,OHiggins,independiente,linea_credito,70,1759777,1908659,180,juridico,772,tarde,email,12,0,buzon_voz,0,0,0,sin_trabajo,2
2757,2024-12-08,12,G008,Antofagasta,microempresario,tarjeta_credito,22,4284065,1027336,179,castigado,302,manana,telefono,3,0,no_contesta,0,0,0,,5
2758,2024-07-11,7,G008,Biobio,microempresario,tarjeta_credito,46,2543892,7748611,26,castigado,808,noche,telefono,8,1,convenio_acordado,0,0,0,deuda_mayor,33
2759,2024-01-24,1,G001,Maule,jubilado,credito_consumo,69,692367,2346714,219,vigente,746,tarde,email,3,0,no_contesta,0,0,0,otro,2
2760,2024-04-27,4,G022,Maule,microempresario,hipotecario,61,2916987,8997483,4,vigente,640,manana,whatsapp,2,1,contactado_acepta,0,0,0,otro,31
2761,2024-07-30,7,G012,Tarapaca,jubilado,hipotecario,23,453509,41204350,22,juridico,679,tarde,carta_notarial,10,0,no_contesta,0,0,0,,7
2762,2024-09-20,9,G024,Araucania,jubilado,tarjeta_credito,23,461358,4932500,288,juridico,642,tarde,telefono,4,1,contactado_acepta,1,995028,0,,7
2763,2024-09-14,9,G009,Tarapaca,independiente,hipotecario,62,703513,62324340,14,vigente,435,noche,email,9,1,contactado_acepta,1,59081616,0,,26
2764,2024-08-25,8,G021,OHiggins,independiente,automotriz,53,1409444,5287542,58,prejuridico,596,noche,telefono,3,1,convenio_acordado,1,3858754,0,,20
2765,2024-08-29,8,G009,Araucania,dependiente,credito_consumo,43,1206040,7467578,135,vigente,606,noche,carta_notarial,6,1,contactado_acepta,1,3674423,0,,18
2766,2024-05-14,5,G013,Biobio,microempresario,tarjeta_credito,65,1764949,2537375,127,juridico,735,manana,carta_notarial,4,0,no_contesta,0,0,0,sin_trabajo,5
2767,2024-08-14,8,G019,OHiggins,jubilado,hipotecario,50,276536,69757486,13,juridico,663,noche,email,11,1,contactado_acepta,0,0,0,no_reconoce,31
2768,2024-02-27,2,G024,RM,microempresario,linea_credito,53,2486438,1110328,26,prejuridico,599,tarde,carta_notarial,8,1,convenio_acordado,0,0,0,deuda_mayor,4
2769,2024-04-18,4,G007,Biobio,dependiente,tarjeta_credito,63,2348869,6908227,2,prejuridico,583,tarde,visita_terreno,9,0,buzon_voz,0,0,0,otro,8
2770,2024-06-10,6,G012,Araucania,microempresario,tarjeta_credito,45,4338862,7435646,88,prejuridico,838,manana,telefono,7,0,buzon_voz,0,0,0,,8
2771,2024-04-15,4,G001,Antofagasta,jubilado,linea_credito,48,350636,350675,166,juridico,309,tarde,telefono,2,1,promesa_pago,1,220311,1,,14
2772,2024-11-28,11,G013,Valparaiso,microempresario,credito_consumo,48,2422792,4747038,661,juridico,412,manana,whatsapp,2,1,contactado_acepta,1,1309162,0,,17
2773,2024-09-14,9,G019,Coquimbo,independiente,automotriz,40,1949261,18297345,16,juridico,775,tarde,telefono,7,0,buzon_voz,0,0,0,negociacion,6
2774,2024-01-26,1,G007,Araucania,independiente,automotriz,34,1607324,19229588,505,vigente,783,tarde,carta_notarial,6,1,contactado_acepta,0,0,0,negociacion,3
2775,2024-03-18,3,G022,Tarapaca,independiente,linea_credito,52,3502644,573092,18,juridico,602,manana,telefono,4,1,convenio_acordado,1,352783,0,,28
2776,2024-02-03,2,G018,Valparaiso,microempresario,tarjeta_credito,32,5165942,1913632,10,vigente,746,noche,carta_notarial,5,0,no_contesta,0,0,0,deuda_mayor,1
2777,2024-04-01,4,G007,Maule,microempresario,credito_consumo,45,2992885,320097,421,prejuridico,423,noche,telefono,5,1,contactado_rechaza,0,0,0,otro,28
2778,2024-02-16,2,G011,Maule,dependiente,credito_consumo,46,2770406,1186851,154,vigente,536,noche,email,12,0,buzon_voz,0,0,0,otro,3
2779,2024-06-17,6,G015,OHiggins,dependiente,hipotecario,27,1339499,26205613,15,vigente,652,manana,whatsapp,9,0,buzon_voz,0,0,0,deuda_mayor,8
2780,2024-09-09,9,G007,Los_Lagos,independiente,linea_credito,54,2434046,873518,245,juridico,496,tarde,carta_notarial,9,0,no_contesta,0,0,0,negociacion,6
2781,2024-09-01,9,G016,RM,independiente,tarjeta_credito,61,3059943,2451599,624,vigente,590,manana,visita_terreno,11,1,promesa_pago,0,0,0,enfermedad,17
2782,2024-10-26,10,G007,Coquimbo,independiente,linea_credito,60,1937565,2589451,61,vigente,387,manana,whatsapp,3,1,contactado_acepta,1,1712424,0,,35
2783,2024-06-21,6,G022,Valparaiso,dependiente,automotriz,23,1730836,16312134,14,prejuridico,811,manana,email,7,0,buzon_voz,0,0,0,no_reconoce,8
2784,2024-07-02,7,G022,Los_Lagos,microempresario,hipotecario,24,943780,37450637,54,castigado,785,tarde,visita_terreno,9,0,no_contesta,0,0,0,negociacion,3
2785,2024-04-23,4,G010,Valparaiso,dependiente,tarjeta_credito,52,1851777,1823303,178,vigente,467,noche,carta_notarial,10,1,promesa_pago,1,711909,1,,25
2786,2024-12-29,12,G001,Los_Lagos,jubilado,automotriz,71,515003,14449749,13,vigente,329,noche,visita_terreno,5,1,convenio_acordado,1,1983306,0,,32
2787,2024-04-15,4,G010,Coquimbo,independiente,hipotecario,28,420440,24945928,30,castigado,835,manana,visita_terreno,10,1,promesa_pago,1,14825514,1,,5
2788,2024-08-20,8,G005,Los_Lagos,dependiente,automotriz,66,826915,4806763,222,prejuridico,404,manana,whatsapp,1,1,promesa_pago,1,2495365,1,,23
2789,2024-01-01,1,G019,OHiggins,independiente,hipotecario,68,1602890,40394542,85,vigente,495,tarde,carta_notarial,8,0,buzon_voz,0,0,0,,5
2790,2024-12-04,12,G001,Los_Lagos,jubilado,automotriz,26,672560,4790438,58,castigado,654,tarde,whatsapp,7,1,promesa_pago,0,0,0,otro,15
2791,2024-03-31,3,G005,Antofagasta,jubilado,credito_consumo,40,436950,5250085,12,castigado,304,noche,email,7,1,contactado_acepta,1,1597448,0,,33
2792,2024-07-07,7,G021,Los_Lagos,microempresario,tarjeta_credito,26,3066481,1940537,13,castigado,593,noche,carta_notarial,12,1,contactado_acepta,1,1281780,0,,11
